Unnamed: 0,Județ,administrare,Localitate,Altitudine (m),populatie,Latitudine N,Longitudine E,Cea mai apropiată stație,Distanța (km),special,auto,turism
81.0,Călărași,municipiul,Oltenița,18,22624.0,44.0904556,26.6407009,OLTENITA,0.4,,MASINI,
755.0,Călărași,comuna,Perișoru,36,4705.0,44.4359441,27.5443505,CALARASI,19.2,,MASINI,
981.0,Călărași,comuna,Plătărești,49,3955.0,44.3550307,26.3638533,BUCURESTI AFUMATI,20.9,,MASINI,
1094.0,Călărași,comuna,Radovanu,27,3695.0,44.1938665,26.5151494,OLTENITA,15.3,,MASINI,
481.0,Călărași,comuna,Roseți,17,6017.0,44.2113858,27.4490188,CALARASI,16.9,,MASINI,
1436.0,Călărași,comuna,Sărulești,40,3115.0,44.4145131,26.6471421,BUCURESTI AFUMATI,33.8,,MASINI,
1736.0,Călărași,comuna,Sohatu,50,2650.0,44.3247078,26.5003698,OLTENITA,28.5,,MASINI,
1307.0,Călărași,comuna,Șoldanu,36,3296.0,44.2210923,26.5243626,OLTENITA,17.3,,MASINI,
786.0,Călărași,comuna,Spanțov,16,4595.0,44.1239595,26.7875625,OLTENITA,12.6,,MASINI,
1408.0,Călărași,comuna,Ștefan Cel Mare,37,3146.0,44.4266169,27.6414912,FETESTI,20.3,,MASINI,
2060.0,Călărași,comuna,Ștefan Vodă,38,2235.0,44.3301642,27.3252633,CALARASI,1.8,,MASINI,
1730.0,Călărași,comuna,Tămădău Mare,58,2664.0,44.4670537,26.5691649,BUCURESTI AFUMATI,26.1,,MASINI,
803.0,Călărași,comuna,Ulmeni,34,4543.0,44.1447926,26.7228386,OLTENITA,9.3,,MASINI,
2834.0,Călărași,comuna,Ulmu,29,1345.0,44.2648658,26.92105,OLTENITA,30.0,,MASINI,
1818.0,Călărași,comuna,Unirea,19,2531.0,44.2567661,27.5967733,CALARASI,22.5,,MASINI,
2564.0,Călărași,comuna,Vâlcelele,42,1665.0,44.3896608,27.1454412,CALARASI,16.4,,MASINI,
1984.0,Călărași,comuna,Valea Argovei,46,2314.0,44.3539417,26.7898866,OLTENITA,32.0,,MASINI,
869.0,Călărași,comuna,Vasilați,43,4281.0,44.2888923,26.4459228,OLTENITA,27.1,,MASINI,
2269.0,Călărași,comuna,Vlad Țepeș,43,2031.0,44.3400843,27.094787,CALARASI,19.5,,MASINI,
562.0,Caraș-Severin,oraș,Anina,556,5521.0,45.0880712,21.853167,ORAVITA,14.3,MUNTE,MASINI,DRUMETII
2240.0,Caraș-Severin,comuna,Armeniș,346,2057.0,45.2093601,22.3100578,CUNTU,17.9,,MASINI,
1047.0,Caraș-Severin,oraș,Băile Herculane,144,3787.0,44.8785058,22.4143883,BAILE HERCULANE,0.4,,MASINI,DRUMETII
2740.0,Caraș-Severin,comuna,Bănia,300,1480.0,44.8762424,22.0451306,BOZOVICI,5.8,,MASINI,
2064.0,Caraș-Severin,comuna,Băuțar,540,2229.0,45.5166667,22.5666667,TARCU,19.2,MUNTE,MASINI,
3047.0,Caraș-Severin,comuna,Berliște,103,1003.0,44.9902434,21.4671396,ORAVITA,18.0,,MASINI,
2148.0,Caraș-Severin,comuna,Berzasca,72,2132.0,44.647617,21.9526263,MOLDOVA VECHE,28.0,,MASINI,
1343.0,Caraș-Severin,comuna,Berzovia,136,3247.0,45.4259715,21.629009,RESITA,23.9,,MASINI,
152.0,Caraș-Severin,oraș,Bocșa,171,12949.0,45.3781756,21.7312589,RESITA,14.3,,MASINI,DRUMETII
2875.0,Caraș-Severin,comuna,Bolvașnița,295,1286.0,45.3455774,22.3101167,CARANSEBES,10.3,,MASINI,
1836.0,Caraș-Severin,comuna,Bozovici,251,2506.0,44.9298438,22.0003785,BOZOVICI,1.2,,MASINI,
3049.0,Caraș-Severin,comuna,Brebu,213,999.0,45.4197556,21.99141,RESITA,15.3,,MASINI,
3206.0,Caraș-Severin,comuna,Brebu Nou,885,166.0,45.2323004,22.1370635,SEMENIC,17.0,MUNTE,MASINI,
2630.0,Caraș-Severin,comuna,Buchin,226,1594.0,45.3644656,22.2423182,CARANSEBES,5.7,,MASINI,
1744.0,Caraș-Severin,comuna,Bucoșnița,292,2642.0,45.2999977,22.2666618,CARANSEBES,13.1,,MASINI,
86.0,Caraș-Severin,municipiul,Caransebeș,207,21714.0,45.4106108,22.2182232,CARANSEBES,0.4,,MASINI,
1820.0,Caraș-Severin,comuna,Carașova,199,2529.0,45.1983251,21.8635897,RESITA,12.0,,MASINI,
3122.0,Caraș-Severin,comuna,Cărbunari,544,785.0,44.8366346,21.7485965,MOLDOVA VECHE,15.1,MUNTE,MASINI,
3216.0,Caraș-Severin,obiectiv,Cheile Nerei,510,,44.8531398219689,21.797329581698,BOZOVICI,18.1,MUNTE,MASINI,
2633.0,Caraș-Severin,comuna,Ciclova Română,224,1592.0,45.0097037,21.7053964,ORAVITA,3.3,,MASINI,
3031.0,Caraș-Severin,comuna,Ciuchici,127,1019.0,44.9444214,21.6153552,ORAVITA,11.6,,MASINI,
3185.0,Caraș-Severin,comuna,Ciudanovița,239,444.0,45.156643,21.7790764,ORAVITA,15.3,,MASINI,
1738.0,Caraș-Severin,comuna,Constantin Daicoviciu,161,2649.0,45.5449959,22.1489057,CARANSEBES,15.7,,MASINI,
3102.0,Caraș-Severin,comuna,Copăcele,194,865.0,45.4994668,22.094362,CARANSEBES,13.8,,MASINI,
2669.0,Caraș-Severin,comuna,Cornea,369,1556.0,45.0410801,22.3251641,BAILE HERCULANE,19.1,,MASINI,
1710.0,Caraș-Severin,comuna,Cornereva,537,2707.0,45.0638893,22.4199179,BAILE HERCULANE,20.2,MUNTE,MASINI,
2708.0,Caraș-Severin,comuna,Coronini,162,1514.0,44.6800362,21.6855228,MOLDOVA VECHE,8.1,,MASINI,DRUMETII
2822.0,Caraș-Severin,comuna,Dalboșeț,250,1364.0,44.863988,21.9585426,BOZOVICI,7.3,,MASINI,
2701.0,Caraș-Severin,comuna,Doclin,203,1522.0,45.2987812,21.6513048,RESITA,18.1,,MASINI,
2488.0,Caraș-Severin,comuna,Dognecea,237,1768.0,45.2746952,21.7513654,RESITA,10.8,,MASINI,
3016.0,Caraș-Severin,comuna,Domașnea,424,1053.0,45.0824981,22.3172921,SEMENIC,18.4,,MASINI,
2865.0,Caraș-Severin,comuna,Eftimie Murgu,329,1296.0,44.8774416,22.0952225,BOZOVICI,8.5,,MASINI,
2717.0,Caraș-Severin,comuna,Ezeriș,219,1505.0,45.4107708,21.8856557,RESITA,11.7,,MASINI,
2510.0,Caraș-Severin,comuna,Fârliug,185,1736.0,45.4883333,21.8494444,RESITA,20.5,,MASINI,
2737.0,Caraș-Severin,comuna,Forotic,138,1488.0,45.2302778,21.5875,ORAVITA,22.9,,MASINI,
3208.0,Caraș-Severin,localitate,Gărâna,936,111.0,45.2259254686456,22.0942139080163,SEMENIC,15.8,MUNTE,MASINI,DRUMETII
3060.0,Caraș-Severin,comuna,Gârnic,460,975.0,44.7512548,21.7904712,MOLDOVA VECHE,13.6,,MASINI,
2598.0,Caraș-Severin,comuna,Glimboca,242,1626.0,45.4922945,22.3228047,CARANSEBES,11.8,,MASINI,
3150.0,Caraș-Severin,comuna,Goruia,160,660.0,45.1861822,21.7780854,RESITA,15.6,,MASINI,
2490.0,Caraș-Severin,comuna,Grădinari,110,1764.0,45.1210787,21.5933791,ORAVITA,11.9,,MASINI,
2392.0,Caraș-Severin,comuna,Iablanița,234,1880.0,44.9511737,22.3137504,BAILE HERCULANE,11.2,,MASINI,
3125.0,Caraș-Severin,comuna,Lăpușnicel,385,771.0,44.9837796,22.2282518,SEMENIC,15.9,,MASINI,
2772.0,Caraș-Severin,comuna,Lăpușnicu Mare,254,1427.0,44.8999231,21.9433283,BOZOVICI,5.4,,MASINI,
2134.0,Caraș-Severin,comuna,Luncavița,446,2142.0,45.0931277,22.2670334,SEMENIC,14.5,,MASINI,
1904.0,Caraș-Severin,comuna,Lupac,260,2423.0,45.281611,21.8105693,RESITA,6.2,,MASINI,
3092.0,Caraș-Severin,comuna,Marga,453,900.0,45.5030229,22.5185442,TARCU,17.3,,MASINI,
1797.0,Caraș-Severin,comuna,Măureni,142,2556.0,45.4081919,21.5015506,BANLOC,28.4,,MASINI,
1179.0,Caraș-Severin,comuna,Mehadia,167,3512.0,44.9043893,22.3654341,BAILE HERCULANE,4.7,,MASINI,
3161.0,Caraș-Severin,comuna,Mehadica,335,601.0,45.0392324,22.2635658,SEMENIC,15.0,,MASINI,
242.0,Caraș-Severin,oraș,Moldova Nouă,118,9278.0,44.7351089,21.6657727,MOLDOVA VECHE,3.6,,MASINI,DRUMETII
3229.0,Caraș-Severin,obiectiv,Muntele Mic,1732,,45.3736446,22.4738919,TARCU,4.8,MUNTE,MASINI,
3070.0,Caraș-Severin,comuna,Naidăș,118,944.0,44.8816608,21.589927,MOLDOVA VECHE,16.4,,MASINI,
1350.0,Caraș-Severin,comuna,Obreja,206,3239.0,45.480714,22.2556796,CARANSEBES,7.9,,MASINI,
3219.0,Caraș-Severin,obiectiv,Ochiul Beiului,292,,44.9370700127843,21.7900613572009,ORAVITA,13.7,,MASINI,
3164.0,Caraș-Severin,comuna,Ocna De Fier,311,569.0,45.3418553,21.7765044,RESITA,9.2,,MASINI,
237.0,Caraș-Severin,oraș,Oravița,211,9346.0,45.0381333,21.6860595,ORAVITA,0.2,,MASINI,DRUMETII
287.0,Caraș-Severin,oraș,Oțelu Roșu,266,8497.0,45.5198288,22.3577418,CARANSEBES,15.9,,MASINI,
2129.0,Caraș-Severin,comuna,Păltiniș,211,2145.0,45.4350664,22.162889,CARANSEBES,5.2,,MASINI,
1851.0,Caraș-Severin,comuna,Pojejena,84,2488.0,44.7733163,21.5772027,MOLDOVA VECHE,5.4,,MASINI,
2208.0,Caraș-Severin,comuna,Prigor,293,2078.0,44.9272454,22.1135222,BOZOVICI,8.5,,MASINI,
2352.0,Caraș-Severin,comuna,Răcășdia,149,1930.0,44.9939927,21.625772,ORAVITA,6.7,,MASINI,
2794.0,Caraș-Severin,comuna,Ramna,153,1399.0,45.4383333,21.6883333,RESITA,21.2,,MASINI,
33.0,Caraș-Severin,municipiul,Reșița,233,58393.0,45.2890106,21.8877676,RESITA,1.9,,MASINI,DRUMETII
2696.0,Caraș-Severin,comuna,Rusca Montană,367,1530.0,45.5674099,22.4581607,TARCU,25.0,,MASINI,
2761.0,Caraș-Severin,comuna,Sacu,159,1443.0,45.5743194,22.1191578,CARANSEBES,19.6,,MASINI,
2870.0,Caraș-Severin,comuna,Sasca Montană,149,1292.0,44.8870081,21.7092861,ORAVITA,16.7,,MASINI,DRUMETII
3230.0,Caraș-Severin,obiectiv,Semenic,1405,,45.1797001,22.0600165,SEMENIC,10.8,MUNTE,MASINI,
2385.0,Caraș-Severin,comuna,Sichevița,99,1891.0,44.6939142,21.8433536,MOLDOVA VECHE,18.2,,MASINI,
1720.0,Caraș-Severin,comuna,Slatina-Timiș,292,2682.0,45.2604821,22.2842442,CUNTU,17.4,,MASINI,DRUMETII
2622.0,Caraș-Severin,comuna,Socol,83,1602.0,44.8600989,21.3720119,MOLDOVA VECHE,24.0,,MASINI,
3094.0,Caraș-Severin,comuna,Șopotu Nou,201,896.0,44.8178765,21.8612041,BOZOVICI,16.1,,MASINI,
2726.0,Caraș-Severin,comuna,Târnova,393,1499.0,45.3402143,22.0009704,RESITA,10.1,,MASINI,
1212.0,Caraș-Severin,comuna,Teregova,416,3446.0,45.1485881,22.2853,SEMENIC,17.4,,MASINI,
2430.0,Caraș-Severin,comuna,Ticvaniu Mare,118,1844.0,45.1404537,21.6410742,ORAVITA,12.1,,MASINI,
2046.0,Caraș-Severin,comuna,Topleț,124,2246.0,44.7982105,22.3959081,BAILE HERCULANE,9.5,,MASINI,
1427.0,Caraș-Severin,comuna,Turnu Ruieni,302,3131.0,45.3907024,22.3355739,CARANSEBES,9.3,,MASINI,
3154.0,Caraș-Severin,comuna,Văliug,559,643.0,45.2257733,22.0286135,RESITA,14.5,MUNTE,MASINI,
2823.0,Caraș-Severin,comuna,Vărădia,99,1364.0,45.0817026,21.5423295,ORAVITA,12.4,,MASINI,
2766.0,Caraș-Severin,comuna,Vermeș,134,1438.0,45.5205556,21.6597222,LUGOJ,26.8,,MASINI,
3046.0,Caraș-Severin,comuna,Vrani,95,1007.0,45.0404275,21.4903161,ORAVITA,15.4,,MASINI,
1177.0,Caraș-Severin,comuna,Zăvoi,308,3514.0,45.5248669,22.4120457,CARANSEBES,19.4,,MASINI,
3099.0,Caraș-Severin,comuna,Zorlențu Mare,190,873.0,45.4505556,21.9561111,RESITA,17.1,,MASINI,
530.0,Cluj,comuna,Aghireșu,454,5691.0,46.8721445,23.2376556,HUEDIN,15.6,,MASINI,
3010.0,Cluj,comuna,Aiton,611,1061.0,46.684227,23.7432308,TURDA,15.2,MUNTE,MASINI,
3032.0,Cluj,comuna,Aluniș,323,1018.0,47.041418,23.7463936,DEJ,14.9,,MASINI,
108.0,Cluj,comuna,Apahida,305,17239.0,46.8021725,23.7546388,CLUJ-NAPOCA,14.0,,MASINI,
2796.0,Cluj,comuna,Așchileu,414,1397.0,46.98556395,23.4764901679078,CLUJ-NAPOCA,23.9,,MASINI,
141.0,Cluj,comuna,Baciu,358,13922.0,46.7897349,23.5276882,CLUJ-NAPOCA,3.6,,MASINI,
2499.0,Cluj,localitate,Băișoara,523,1748.0,46.5775544,23.4615157,BAISOARA,0.5,MUNTE,MASINI,
2500.0,Cluj,comuna,Băișoara,518,1748.0,46.5775544,23.4615157,BAISOARA,0.5,MUNTE,MASINI,
3045.0,Cluj,comuna,Beliș,1121,1008.0,46.6815702,23.0313282,HUEDIN,19.5,MUNTE,MASINI,DRUMETII
3233.0,Cluj,obiectiv,Beliș-Fântânele,1085,,46.6683096,23.0590170031333,HUEDIN,21.1,MUNTE,MASINI,
2804.0,Cluj,comuna,Bobâlna,313,1382.0,47.1411646,23.6431096,DEJ,17.9,,MASINI,
634.0,Cluj,comuna,Bonțida,277,5191.0,46.9121311,23.8157063,CLUJ-NAPOCA,23.6,,MASINI,
2711.0,Cluj,comuna,Borșa,311,1511.0,46.9329886,23.6627274,CLUJ-NAPOCA,18.3,,MASINI,
2966.0,Cluj,comuna,Buza,386,1138.0,46.9097318,24.1474856,SARMASU,17.6,,MASINI,
2099.0,Cluj,comuna,Căianu,344,2191.0,46.784603,23.9184964,SARMASU,18.6,,MASINI,
2388.0,Cluj,comuna,Călărași,335,1883.0,46.4834878,23.8556367,TURDA,8.8,,MASINI,
1992.0,Cluj,comuna,Călățele,675,2307.0,46.7642788,23.0098605,HUEDIN,10.5,MUNTE,MASINI,DRUMETII
1776.0,Cluj,comuna,Cămărașu,323,2591.0,46.7982763,24.1427948,SARMASU,5.3,,MASINI,
91.0,Cluj,municipiul,Câmpia Turzii,300,20590.0,46.5471807,23.8869669,TURDA,6.1,,MASINI,
1209.0,Cluj,comuna,Căpușu Mare,457,3451.0,46.7873332,23.2934979,HUEDIN,21.2,,MASINI,
844.0,Cluj,comuna,Cășeiu,236,4375.0,47.1969031,23.8537714,DEJ,6.6,,MASINI,
2038.0,Cluj,comuna,Câțcău,250,2251.0,47.2176494,23.789674,DEJ,11.0,,MASINI,
2656.0,Cluj,comuna,Cătina,313,1567.0,46.8450442,24.1632811,SARMASU,10.4,,MASINI,
1282.0,Cluj,comuna,Ceanu Mare,362,3333.0,46.6617228,23.9597635,TURDA,16.5,,MASINI,
805.0,Cluj,comuna,Chinteni,477,4533.0,46.861747,23.5404553,CLUJ-NAPOCA,9.4,,MASINI,
2200.0,Cluj,comuna,Chiuiești,321,2082.0,47.2956274,23.8746706,DEJ,17.3,,MASINI,
2868.0,Cluj,comuna,Ciucea,443,1293.0,46.9543407,22.8127498,VLADEASA 1800,16.2,,MASINI,
2293.0,Cluj,comuna,Ciurila,610,2003.0,46.6491245,23.5428265,BAISOARA,9.6,MUNTE,MASINI,
2.0,Cluj,municipiul,Cluj-Napoca,349,286598.0,46.769379,23.5899542,CLUJ-NAPOCA,1.8,,MASINI,DRUMETII
865.0,Cluj,comuna,Cojocna,338,4291.0,46.7507433,23.8317763,CLUJ-NAPOCA,20.0,,MASINI,
2849.0,Cluj,comuna,Cornești,350,1325.0,47.0360768,23.678875,DEJ,19.1,,MASINI,
1524.0,Cluj,comuna,Cuzdrioara,239,3001.0,47.1677299,23.9199158,DEJ,4.3,,MASINI,
2767.0,Cluj,comuna,Dăbâca,322,1437.0,46.9698278,23.6745636,CLUJ-NAPOCA,22.4,,MASINI,
60.0,Cluj,municipiul,Dej,242,31475.0,47.1426672,23.8759884,DEJ,0.4,,MASINI,
529.0,Cluj,comuna,Feleacu,692,5693.0,46.7146865,23.6181378,CLUJ-NAPOCA,8.1,MUNTE,MASINI,
2100.0,Cluj,comuna,Fizeșu Gherlii,265,2191.0,47.0230793,23.9880247,DEJ,15.4,,MASINI,
38.0,Cluj,comuna,Florești,370,52735.0,46.7442664,23.4845868,CLUJ-NAPOCA,7.8,,MASINI,
1044.0,Cluj,comuna,Frata,356,3791.0,46.7031104,24.0565536,SARMASU,9.4,,MASINI,
2143.0,Cluj,comuna,Gârbău,411,2133.0,46.833035,23.3526552,CLUJ-NAPOCA,17.8,,MASINI,
2787.0,Cluj,comuna,Geaca,296,1410.0,46.8524758,24.0924158,SARMASU,12.3,,MASINI,
96.0,Cluj,municipiul,Gherla,255,19873.0,47.0287702,23.9077402,DEJ,12.6,,MASINI,
260.0,Cluj,comuna,Gilău,402,8980.0,46.7537724,23.3889521,CLUJ-NAPOCA,14.3,,MASINI,
306.0,Cluj,oraș,Huedin,541,8069.0,46.8656535,23.0246871,HUEDIN,1.2,MUNTE,MASINI,
1149.0,Cluj,comuna,Iara,462,3577.0,46.5558658,23.5161497,BAISOARA,4.8,,MASINI,
1034.0,Cluj,comuna,Iclod,268,3825.0,46.9814253,23.8073545,DEJ,18.5,,MASINI,
2774.0,Cluj,comuna,Izvoru Crișului,589,1424.0,46.8382963,23.1058661,HUEDIN,5.9,MUNTE,MASINI,DRUMETII
3018.0,Cluj,comuna,Jichișu De Jos,300,1049.0,47.1289021,23.7883742,DEJ,7.0,,MASINI,
590.0,Cluj,comuna,Jucu,299,5349.0,46.84851075,23.8074237816915,CLUJ-NAPOCA,19.4,,MASINI,
748.0,Cluj,comuna,Luna,298,4750.0,46.5067725,23.9190105,TURDA,10.1,,MASINI,
2210.0,Cluj,comuna,Măguri-Răcătău,708,2077.0,46.6432594,23.1940681,BAISOARA,21.8,MUNTE,MASINI,
2947.0,Cluj,comuna,Mănăstireni,730,1174.0,46.7818653,23.0852228,HUEDIN,9.2,MUNTE,MASINI,
2824.0,Cluj,comuna,Mărgău,758,1363.0,46.7527035,22.959314,HUEDIN,12.9,MUNTE,MASINI,DRUMETII
2725.0,Cluj,comuna,Mărișel,1144,1499.0,46.6831146,23.1154982,HUEDIN,20.3,MUNTE,MASINI,
1206.0,Cluj,comuna,Mica,235,3459.0,47.1470777,23.9263525,DEJ,3.6,,MASINI,
544.0,Cluj,comuna,Mihai Viteazu,327,5575.0,46.5404636,23.747235,TURDA,5.0,,MASINI,
1143.0,Cluj,comuna,Mintiu Gherlii,260,3598.0,47.0546014,23.9439929,DEJ,10.7,,MASINI,
1304.0,Cluj,comuna,Mociu,372,3300.0,46.7943436,24.021475,SARMASU,11.5,,MASINI,
1466.0,Cluj,comuna,Moldovenești,393,3076.0,46.5005469,23.6644851,TURDA,12.6,,MASINI,
2012.0,Cluj,comuna,Negreni,416,2281.0,46.9554087,22.7565211,BOROD,13.5,,MASINI,
2969.0,Cluj,comuna,Pălatca,340,1133.0,46.8408905,23.9887191,SARMASU,16.3,,MASINI,
2527.0,Cluj,comuna,Panticeu,357,1717.0,47.0423459,23.5573369,DEJ,26.7,,MASINI,
2800.0,Cluj,comuna,Petreștii De Jos,474,1391.0,46.580233,23.6521419,TURDA,12.2,,MASINI,
3165.0,Cluj,comuna,Ploscoș,346,540.0,46.6433566,23.8470556,TURDA,10.2,,MASINI,
849.0,Cluj,comuna,Poieni,478,4367.0,46.9171936,22.8598861,VLADEASA 1800,12.9,,MASINI,
2942.0,Cluj,comuna,Râșca,936,1180.0,46.7293128,23.1097704,HUEDIN,15.3,MUNTE,MASINI,
2758.0,Cluj,comuna,Recea-Cristur,388,1453.0,47.0796778,23.5209402,DEJ,28.0,,MASINI,
2815.0,Cluj,comuna,Săcuieu,631,1369.0,46.8233499,22.8882382,VLADEASA 1800,6.9,MUNTE,MASINI,
2666.0,Cluj,comuna,Sâncraiu,588,1558.0,46.8300727,22.985319,HUEDIN,4.7,MUNTE,MASINI,
2340.0,Cluj,comuna,Săndulești,448,1944.0,46.5813691,23.7275942,TURDA,6.8,,MASINI,
2983.0,Cluj,comuna,Sânmărtin,316,1110.0,47.0091843,24.0764646,DEJ,20.8,,MASINI,
1983.0,Cluj,comuna,Sânpaul,424,2314.0,46.8693686,23.4197044,CLUJ-NAPOCA,15.3,,MASINI,
905.0,Cluj,comuna,Săvădisla,485,4196.0,46.6747848,23.4552195,BAISOARA,10.5,,MASINI,
2061.0,Cluj,comuna,Sic,300,2234.0,46.9312386,23.896415,DEJ,23.3,,MASINI,
2674.0,Cluj,comuna,Suatu,344,1552.0,46.7720689,23.9686333,SARMASU,14.6,,MASINI,
2635.0,Cluj,comuna,Țaga,282,1588.0,46.943357,24.0514746,SARMASU,22.8,,MASINI,
985.0,Cluj,comuna,Tritenii De Jos,343,3950.0,46.5851589,24.0013791,TURDA,15.1,,MASINI,
46.0,Cluj,municipiul,Turda,325,43319.0,46.5685214,23.7853643,TURDA,2.3,,MASINI,DRUMETII
2025.0,Cluj,comuna,Tureni,522,2264.0,46.6221141,23.6996778,TURDA,11.1,MUNTE,MASINI,
1884.0,Cluj,comuna,Unguraș,281,2443.0,47.1121163,24.0511555,DEJ,13.3,,MASINI,
1988.0,Cluj,comuna,Vad,222,2311.0,47.2202941,23.7482034,DEJ,13.3,,MASINI,
3100.0,Cluj,comuna,Valea Ierii,702,871.0,46.64729,23.3438026,BAISOARA,11.8,MUNTE,MASINI,DRUMETII
534.0,Cluj,comuna,Viișoara,303,5668.0,46.558721,23.9073399,TURDA,7.6,,MASINI,
2690.0,Cluj,comuna,Vultureni,359,1535.0,46.9607551,23.5569136,CLUJ-NAPOCA,20.1,,MASINI,
1771.0,Constanța,localitate,2 Mai,8,2594.0,43.7838987265581,28.5801131153355,MANGALIA,6.7,MARE,MASINI,
637.0,Constanța,comuna,23 August,22,5178.0,43.9187226,28.5836386,MANGALIA,8.3,MARE,MASINI,
2256.0,Constanța,comuna,Adamclisi,111,2044.0,44.0834392,27.9546542,ADAMCLISI,17.1,MARE,MASINI,
278.0,Constanța,comuna,Agigea,8,8722.0,44.0911993,28.6104977,CONSTANTA - DIG,14.3,MARE,MASINI,
1202.0,Constanța,comuna,Albești,30,3464.0,43.802642,28.4250889,MANGALIA,13.4,MARE,MASINI,
1893.0,Constanța,comuna,Aliman,15,2434.0,44.1841988,27.8571378,ADAMCLISI,8.4,MARE,MASINI,
1878.0,Constanța,comuna,Amzacea,72,2454.0,43.9616008,28.3930408,AMZACEA,0.6,MARE,MASINI,
717.0,Constanța,comuna,Băneasa,102,4883.0,44.06477,27.7015587,ADAMCLISI,26.6,MARE,MASINI,
2365.0,Constanța,comuna,Bărăganu,85,1916.0,44.0887485,28.4200462,AMZACEA,14.0,MARE,MASINI,
3214.0,Constanța,obiectiv,Cap Aurora,0,,43.8495183117171,28.6057161817315,MANGALIA,2.0,MARE,MASINI,
620.0,Constanța,comuna,Castelu,18,5241.0,44.2592275,28.339309,MEDGIDIA,9.1,MARE,MASINI,
2897.0,Constanța,comuna,Cerchezu,133,1256.0,43.8240928,28.0975135,AMZACEA,28.8,MARE,MASINI,
128.0,Constanța,oraș,Cernavodă,14,15088.0,44.3416349,28.0316248,CERNAVODA,0.1,MARE,MASINI,
1549.0,Constanța,comuna,Chirnogeni,112,2959.0,43.8968308,28.2275627,AMZACEA,15.7,MARE,MASINI,
1233.0,Constanța,comuna,Ciobanu,27,3409.0,44.7167405,27.9864597,HARSOVA,3.3,MARE,MASINI,
1441.0,Constanța,comuna,Ciocârlia,117,3110.0,44.1038274,28.2890716,AMZACEA,18.0,MARE,MASINI,
250.0,Constanța,comuna,Cobadin,127,9122.0,44.063983,28.2330424,AMZACEA,17.4,MARE,MASINI,
761.0,Constanța,comuna,Cogealac,87,4686.0,44.5579521,28.560737,CORUGEA,26.4,MARE,MASINI,
2586.0,Constanța,comuna,Comana,95,1639.0,43.8954701,28.3137367,AMZACEA,10.3,MARE,MASINI,
4.0,Constanța,municipiul,Constanța,45,263688.0,44.1728896,28.6215153552977,CONSTANTA - DIG,5.3,MARE,MASINI,
521.0,Constanța,comuna,Corbu,12,5727.0,44.4089434,28.6576764,CONSTANTA,13.6,MARE,MASINI,
1431.0,Constanța,comuna,Costinești,10,3121.0,43.94877,28.6310206,MANGALIA,12.3,MARE,MASINI,
1513.0,Constanța,comuna,Crucea,90,3010.0,44.531527,28.2310277,CORUGEA,24.2,MARE,MASINI,
133.0,Constanța,comuna,Cumpăna,62,14757.0,44.1117273,28.5553498,CONSTANTA - DIG,13.8,MARE,MASINI,
930.0,Constanța,comuna,Cuza Vodă,22,4116.0,44.2868971,28.3071073,MEDGIDIA,5.3,MARE,MASINI,
2067.0,Constanța,comuna,Deleni,94,2223.0,44.0912611,28.0085781,ADAMCLISI,17.2,MARE,MASINI,
1294.0,Constanța,comuna,Dobromir,106,3317.0,44.02015,27.7791491,ADAMCLISI,27.0,MARE,MASINI,
3182.0,Constanța,comuna,Dumbrăveni,134,453.0,43.9294389,27.9842705,AMZACEA,33.5,MARE,MASINI,
282.0,Constanța,oraș,Eforie,24,8630.0,44.0637934,28.6337441,CONSTANTA - DIG,17.1,MARE,MASINI,
707.0,Constanța,localitate,Eforie Nord,0,4908.0,44.0620941122381,28.6406098724419,CONSTANTA - DIG,17.3,MARE,MASINI,
1076.0,Constanța,localitate,Eforie Sud,3,3722.0,44.0352832343822,28.6526855621554,CONSTANTA - DIG,20.3,MARE,MASINI,
2816.0,Constanța,comuna,Fântânele,115,1368.0,44.6127836,28.5765461,CORUGEA,23.3,MARE,MASINI,
2805.0,Constanța,comuna,Gârliciu,49,1376.0,44.7796402,28.0930079,HARSOVA,14.1,MARE,MASINI,
1795.0,Constanța,comuna,Ghindărești,16,2557.0,44.6406816,28.0291037,HARSOVA,7.7,MARE,MASINI,
3074.0,Constanța,comuna,Grădina,62,940.0,44.5539228,28.4347606,CORUGEA,21.6,MARE,MASINI,
276.0,Constanța,oraș,Hârșova,22,8737.0,44.6845557,27.9513766,HARSOVA,1.3,MARE,MASINI,
3071.0,Constanța,comuna,Horia,37,942.0,44.6331294,28.1237385,HARSOVA,14.3,MARE,MASINI,
1769.0,Constanța,comuna,Independența,114,2595.0,43.949863,28.0855132,AMZACEA,25.2,MARE,MASINI,
2528.0,Constanța,comuna,Ion Corvin,90,1715.0,44.1155257,27.8055572,ADAMCLISI,16.9,MARE,MASINI,
1976.0,Constanța,comuna,Istria,20,2321.0,44.5719392,28.7094998,JURILOVCA,25.3,MARE,MASINI,
3212.0,Constanța,localitate,Jupiter,2,30.0,43.8571399687122,28.6073000226332,MANGALIA,2.5,MARE,MASINI,
444.0,Constanța,comuna,Limanu,36,6350.0,43.7991051,28.5282696,MANGALIA,6.6,MARE,MASINI,
1602.0,Constanța,comuna,Lipnița,61,2876.0,44.0957463,27.6042363,ADAMCLISI,30.6,MARE,MASINI,
189.0,Constanța,comuna,Lumina,13,10770.0,44.2939229,28.5663032,CONSTANTA,3.1,MARE,MASINI,
